code,drink,rice,spice,conv,fruit,other,nonfood,veget,meat,fish,tea,count,date
KH-0000000032,106700,81480,0,40740,1139497,0,24250,296469,0,76184,0,900000,2020-8
KH-0000000033,0,15000,89000,35000,1123820,0,0,9870,166384,0,190000,300000,2020-8
KH-0000000034,0,375875,61110,577645,1111810,0,24250,525170,1438303,0,0,1000000,2020-8
KH-0000000035,52000,108000,110000,41000,1062880,0,60000,40400,0,0,0,300000,2020-8
KH-0000000036,220000,0,0,0,1057800,0,0,0,0,0,120000,300000,2020-8
KH-0000000037,0,0,0,717873,1049144,0,81480,676087,863445,203415,0,700000,2020-8
KH-0000000038,434000,130000,0,334000,1023815,0,145000,247045,0,1952420,0,500000,2020-8
KH-0000000039,0,0,0,0,1022520,0,9700,0,0,0,0,200000,2020-8
KH-0000000040,0,0,0,0,1010565,0,0,0,0,0,0,100000,2020-8
KH-0000000041,24700,721050,247038,634163,983473,0,330600,571970,3801562,1256071,0,2100000,2020-8
KH-0000000042,0,0,0,0,971800,0,0,0,0,0,0,100000,2020-8
KH-0000000043,0,0,77500,453000,967079,0,130000,577547,1019240,1068980,0,1000000,2020-8
KH-0000000044,0,0,252000,0,948637,0,0,0,350930,0,64000,300000,2020-8
KH-0000000045,0,480150,33950,25220,947563,0,58200,528153,1758242,0,67900,1000000,2020-8
KH-0000000046,0,226010,401580,1382462,947464,0,50440,465504,1236865,252200,62080,600000,2020-8
KH-0000000047,0,21340,87300,38800,943956,0,533500,85224,212236,136770,31040,600000,2020-8
KH-0000000048,0,0,0,0,941276,0,0,15320,0,112320,0,500000,2020-8
KH-0000000049,0,340470,331740,153740,934199,0,100880,451927,956246,0,12610,800000,2020-8
KH-0000000050,0,452166,45590,395786,909143,91665,0,86263,0,97000,0,1500000,2020-8
KH-0000000051,85000,177500,60000,255703,893112,0,32000,532840,0,564800,35000,900000,2020-8
KH-0000000052,30000,0,0,10718,890420,0,0,18370,181074,0,0,400000,2020-8
KH-0000000053,0,0,0,0,875900,0,0,0,0,0,0,100000,2020-8
KH-0000000054,0,0,0,44000,867691,91500,0,46198,253080,314040,0,400000,2020-8
KH-0000000055,327860,33950,160050,198850,860516,72750,0,197171,321788,769850,149380,600000,2020-8
KH-0000000056,0,0,0,0,848015,0,0,0,0,0,0,200000,2020-8
KH-0000000057,0,60000,0,245000,828145,0,145000,71550,162020,267340,0,1000000,2020-8
KH-0000000058,290030,117370,208550,72750,814525,0,46560,34838,973211,208472,358900,1500000,2020-8
KH-0000000059,0,0,0,65000,813225,104250,0,12800,73500,85880,0,200000,2020-8
KH-0000000060,164900,275480,33950,70810,808734,0,0,330808,0,654847,227950,800000,2020-8
KH-0000000061,28000,0,0,0,804621,0,0,0,0,0,0,400000,2020-8
KH-0000000062,0,0,0,640200,800223,0,921500,75356,0,108737,37830,700000,2020-8
KH-0000000063,0,0,0,0,800119,0,0,0,0,0,0,200000,2020-8
KH-0000000064,0,0,0,0,790652,0,19400,68309,78657,150951,0,400000,2020-8
KH-0000000065,0,0,0,233382,789483,0,0,0,52623,0,0,300000,2020-8
KH-0000000066,261900,0,0,24250,768004,0,0,47802,0,0,25220,400000,2020-8
KH-0000000067,0,145000,45000,0,758640,0,250000,140610,95000,0,153000,600000,2020-8
KH-0000000068,0,0,45000,175000,757650,0,0,0,0,0,0,200000,2020-8
KH-0000000069,0,24250,0,240840,757281,0,0,80095,1067747,554979,0,700000,2020-8
KH-0000000070,0,11400,46550,351803,756614,0,264100,686200,1129617,2823505,0,1400000,2020-8
KH-0000000071,106000,54000,0,161170,744522,0,98000,147852,0,0,170000,800000,2020-8
KH-0000000072,0,0,110580,82237,743839,0,50440,0,0,0,0,700000,2020-8
KH-0000000073,0,0,0,0,736065,0,0,0,0,0,0,200000,2020-8
KH-0000000074,25220,32010,0,50153,732601,0,0,217239,123372,0,0,600000,2020-8
KH-0000000075,0,0,0,0,731000,0,0,0,0,0,0,200000,2020-8
KH-0000000076,324000,0,0,25000,721276,0,0,12375,0,0,750000,300000,2020-8
KH-0000000077,0,38800,58200,407400,697745,0,33950,215327,0,0,0,500000,2020-8
KH-0000000078,0,42000,14000,62520,683255,0,9700,72616,0,0,0,300000,2020-8
KH-0000000079,0,0,0,57151,680406,0,0,31133,0,0,0,200000,2020-8
KH-0000000080,0,0,0,0,680165,0,150000,0,0,0,0,100000,2020-8
KH-0000000081,0,0,0,0,672620,0,0,34885,0,0,0,100000,2020-8
KH-0000000082,577000,0,433000,323100,666310,0,860000,220756,282360,1262060,205000,700000,2020-8
KH-0000000083,0,37830,0,208356,662132,0,31040,240798,0,0,0,600000,2020-8
KH-0000000084,78000,0,60000,0,659325,0,460000,147600,0,165600,140000,500000,2020-8
KH-0000000085,60000,0,0,0,658705,0,0,0,0,0,0,200000,2020-8
KH-0000000086,0,0,0,0,658180,0,0,0,0,0,0,100000,2020-8
KH-0000000087,0,0,0,105000,649069,0,260000,14450,0,0,0,200000,2020-8
KH-0000000088,0,0,0,0,648080,0,0,0,0,0,0,100000,2020-8
KH-0000000089,0,39770,92150,25220,636318,0,0,44747,152018,423754,0,300000,2020-8
KH-0000000090,0,0,0,0,625000,0,0,0,0,0,0,100000,2020-8
KH-0000000091,0,30070,33950,264519,616866,0,0,121469,274194,0,0,400000,2020-8
KH-0000000092,44000,210000,0,0,615895,0,0,105876,0,0,52000,200000,2020-8
KH-0000000093,319000,0,65000,363346,614140,0,0,106574,0,0,0,700000,2020-8
KH-0000000094,0,0,36000,0,613145,0,0,17908,0,28000,0,200000,2020-8
KH-0000000095,495470,0,320100,145060,612574,0,19400,334674,0,44620,82610,500000,2020-8
KH-0000000096,0,0,17460,466792,607690,0,0,19514,0,325513,164900,400000,2020-8
KH-0000000097,303000,0,0,16000,601660,0,0,0,163330,125460,120000,200000,2020-8
KH-0000000098,192000,0,0,220000,600030,0,230500,59762,0,358980,120000,400000,2020-8
KH-0000000099,0,15000,0,0,598413,0,0,56210,0,0,0,200000,2020-8
KH-0000000100,0,0,0,0,596120,0,0,0,0,0,0,300000,2020-8
KH-0000000101,0,29100,133860,453475,595678,0,31040,146472,1388408,367951,240560,1600000,2020-8
KH-0000000102,0,0,0,239720,595565,0,0,168872,49680,0,16000,500000,2020-8
KH-0000000103,0,0,0,0,592515,0,0,0,472290,0,0,100000,2020-8
KH-0000000104,0,0,0,64755,589876,0,0,14475,0,0,0,300000,2020-8
KH-0000000105,0,0,0,0,588849,0,20000,0,0,0,0,200000,2020-8
KH-0000000106,0,0,24250,247738,585517,0,0,0,111036,307325,0,300000,2020-8
KH-0000000107,0,0,0,50000,580562,0,0,0,0,285180,0,200000,2020-8
KH-0000000108,0,0,0,0,574245,0,0,0,0,0,0,100000,2020-8
KH-0000000109,44000,33000,0,156000,571315,0,49000,61824,120000,177320,35000,200000,2020-8
KH-0000000110,0,0,0,13000,571125,0,0,12000,0,0,32000,200000,2020-8
KH-0000000111,0,0,15132,29100,569815,0,0,36449,493749,463078,0,200000,2020-8
KH-0000000112,0,0,0,0,560175,0,0,0,0,114240,0,100000,2020-8
KH-0000000113,0,0,0,0,552550,0,0,0,0,0,0,100000,2020-8
KH-0000000114,0,0,0,134830,546949,0,0,49961,206610,0,0,400000,2020-8
KH-0000000115,87000,0,549000,0,546840,0,0,122998,0,0,0,400000,2020-8
KH-0000000116,143560,17460,0,149962,523596,0,9700,287882,1311318,0,0,1100000,2020-8
KH-0000000117,0,0,0,0,511840,0,0,0,0,0,0,100000,2020-8
KH-0000000118,0,0,0,0,504605,0,0,0,0,0,35000,100000,2020-8
KH-0000000119,0,0,65000,130000,499620,0,0,0,0,0,0,200000,2020-8
KH-0000000120,0,127070,0,164900,498182,0,0,0,926350,1021216,0,500000,2020-8
KH-0000000121,0,0,0,0,486450,0,0,0,0,0,0,100000,2020-8
KH-0000000122,0,105000,0,0,480565,0,20000,181820,0,384000,0,200000,2020-8
KH-0000000123,0,78000,0,305000,476375,0,0,20640,73710,0,0,200000,2020-8
KH-0000000124,0,0,0,25000,459530,0,0,0,151470,0,0,100000,2020-8
KH-0000000125,0,0,0,0,450480,0,0,0,0,547020,0,500000,2020-8
KH-0000000126,0,0,0,101700,448590,0,20000,0,0,0,0,100000,2020-8
KH-0000000127,0,55290,72750,739527,443509,0,24250,195643,308781,185192,0,1000000,2020-8
KH-0000000128,0,0,0,135000,442879,0,0,126982,0,529520,0,400000,2020-8
KH-0000000129,158000,0,0,18348,440579,0,65000,41318,0,0,0,300000,2020-8
KH-0000000130,0,0,0,96690,439472,0,0,32470,0,0,0,100000,2020-8
KH-0000000131,0,0,0,0,431090,0,0,0,0,86400,0,100000,2020-8
KH-0000000132,0,0,0,0,430030,0,0,12365,0,0,0,100000,2020-8
KH-0000000133,0,0,0,0,429785,0,0,0,0,0,0,100000,2020-8
KH-0000000134,35890,807040,247110,211460,429696,0,0,0,74826,0,0,700000,2020-8
KH-0000000135,0,48500,0,0,429594,0,0,219419,448741,0,0,600000,2020-8
KH-0000000136,30000,0,35000,84000,429482,0,0,30000,33480,0,35000,100000,2020-8
KH-0000000137,0,23000,123920,73341,427347,0,125000,347677,608836,284580,0,600000,2020-8
KH-0000000138,0,109000,88000,82500,422725,0,0,52685,66340,199880,0,200000,2020-8
KH-0000000139,26000,888000,142500,135000,422307,0,0,53214,75582,338510,32000,400000,2020-8
KH-0000000140,0,0,0,0,418611,0,0,0,0,0,0,100000,2020-8
KH-0000000141,67000,35000,55000,85000,412585,0,0,78216,0,0,0,300000,2020-8
KH-0000000142,0,60140,0,0,399035,0,0,24337,0,269117,0,200000,2020-8
KH-0000000143,0,0,0,139562,398810,0,0,160325,41720,135600,60000,400000,2020-8
KH-0000000144,382000,0,16000,189150,398550,0,0,0,52500,100000,200000,100000,2020-8
KH-0000000145,0,0,0,0,397904,0,0,7140,0,83640,0,200000,2020-8
KH-0000000146,0,0,0,0,395580,0,0,0,0,0,0,100000,2020-8
KH-0000000147,25220,0,86330,310400,392018,0,0,83414,130176,0,0,600000,2020-8
KH-0000000148,0,0,0,26000,390791,0,0,26731,0,299250,95000,400000,2020-8
KH-0000000149,50440,542230,0,599668,377579,0,97000,155488,655020,611933,31040,1300000,2020-8
KH-0000000150,0,0,0,0,377040,0,0,0,0,0,0,100000,2020-8
KH-0000000151,0,0,110000,0,375970,127500,0,0,0,523230,0,300000,2020-8
KH-0000000152,390000,0,0,0,373250,0,0,0,0,0,380000,100000,2020-8
KH-0000000153,0,1054500,0,0,373065,0,0,0,0,0,0,200000,2020-8
KH-0000000154,0,0,0,0,371000,0,0,0,0,0,0,100000,2020-8
KH-0000000155,0,0,30000,115000,369984,0,0,109604,219880,0,0,500000,2020-8
KH-0000000156,0,0,0,0,369914,0,0,0,0,0,0,100000,2020-8
KH-0000000157,0,0,0,0,367075,0,0,83714,148180,0,35000,300000,2020-8
KH-0000000158,0,0,0,0,366645,0,0,0,0,156325,0,100000,2020-8
KH-0000000159,0,62000,37000,45000,366205,0,32000,38568,95000,0,0,100000,2020-8
KH-0000000160,0,0,0,0,364750,0,0,8232,0,0,0,200000,2020-8
KH-0000000161,0,363750,0,327917,364654,0,30555,111721,282289,427101,0,800000,2020-8
KH-0000000162,0,0,106700,0,364356,0,0,34527,457558,424278,0,300000,2020-8
KH-0000000163,0,0,0,0,360535,0,0,0,0,0,0,100000,2020-8
KH-0000000164,0,586850,0,0,358464,0,19400,0,287620,279011,0,200000,2020-8
KH-0000000165,0,0,0,0,357610,0,0,0,0,0,0,100000,2020-8
KH-0000000166,0,0,0,0,355740,0,0,0,0,0,0,100000,2020-8
KH-0000000167,0,0,0,0,355670,0,0,57257,0,0,120000,200000,2020-8
KH-0000000168,0,294000,0,40000,354245,0,0,82380,0,0,0,300000,2020-8
KH-0000000169,0,0,0,0,349322,0,0,0,0,0,0,100000,2020-8
KH-0000000170,0,0,0,50000,348900,0,0,0,0,0,0,100000,2020-8
KH-0000000171,0,0,0,197119,344287,0,0,0,0,963841,0,200000,2020-8
KH-0000000172,0,0,0,0,341684,0,0,0,0,0,0,100000,2020-8
KH-0000000173,131920,0,0,499492,341343,0,0,85986,827225,621324,213400,600000,2020-8
KH-0000000174,0,35000,0,0,341070,0,0,0,0,0,0,100000,2020-8
KH-0000000175,0,0,0,0,338974,0,0,18060,0,0,0,100000,2020-8
KH-0000000176,0,0,0,0,336960,0,52000,16531,60000,0,0,300000,2020-8
KH-0000000177,0,0,0,0,335450,0,0,0,0,0,0,200000,2020-8
KH-0000000178,0,0,0,0,335220,0,65000,0,0,0,0,100000,2020-8
KH-0000000179,0,0,0,0,334582,0,0,0,0,0,0,100000,2020-8
KH-0000000180,26000,85000,53000,159624,333264,0,0,126385,453898,0,0,500000,2020-8
KH-0000000181,0,55000,0,40250,332964,0,49000,76421,137244,179800,50000,1000000,2020-8
KH-0000000182,35890,0,0,248943,327075,0,0,59065,362353,715802,97000,500000,2020-8
KH-0000000183,112000,25000,196000,0,327000,0,48000,28422,59520,428120,0,300000,2020-8
KH-0000000184,0,0,42000,0,326655,0,0,0,0,0,0,100000,2020-8
KH-0000000185,517000,0,0,0,326025,0,0,0,0,0,0,200000,2020-8
KH-0000000186,0,0,0,0,325731,0,0,41125,0,0,0,200000,2020-8
KH-0000000187,0,0,0,0,325680,0,0,0,0,0,35000,100000,2020-8
KH-0000000188,0,0,0,25000,323505,0,0,0,0,0,0,200000,2020-8
KH-0000000189,0,0,254000,64000,319840,0,0,100800,0,0,0,100000,2020-8
KH-0000000190,0,0,0,0,318008,0,0,0,0,0,0,100000,2020-8
KH-0000000191,99000,0,27000,0,317135,0,10000,0,0,0,0,200000,2020-8
KH-0000000192,0,70000,0,26000,314730,0,0,0,0,488760,0,200000,2020-8
KH-0000000193,0,0,0,275000,310760,0,0,21690,0,445900,0,300000,2020-8
KH-0000000194,0,0,0,0,308655,0,0,0,0,0,0,100000,2020-8
KH-0000000195,0,0,0,121250,306048,0,0,7857,171748,676750,67900,200000,2020-8
KH-0000000196,0,185000,0,90000,305930,0,0,32220,0,0,0,200000,2020-8
KH-0000000197,0,0,0,134180,302645,0,0,94213,0,0,0,100000,2020-8
KH-0000000198,0,404490,0,570274,297198,0,0,604370,1133595,451399,0,1700000,2020-8
KH-0000000199,0,1068750,555750,37050,296403,0,9500,1223130,1905823,514710,0,1200000,2020-8
KH-0000000200,0,35000,0,0,295865,0,0,0,0,0,32000,100000,2020-8
KH-0000000201,0,0,0,204670,293074,0,0,28778,0,0,0,300000,2020-8
KH-0000000202,183000,0,0,0,288716,0,0,0,0,0,0,100000,2020-8
KH-0000000203,0,0,0,0,288058,0,96000,47153,0,0,201000,600000,2020-8
KH-0000000204,21340,185000,106700,341850,286748,0,0,111380,525028,139500,52000,300000,2020-8
KH-0000000205,0,0,0,0,279850,0,0,0,0,0,0,100000,2020-8
KH-0000000206,33950,0,0,278439,276827,0,0,38418,0,0,144530,300000,2020-8
KH-0000000207,0,0,0,0,276450,0,0,37868,0,296700,0,100000,2020-8
KH-0000000208,0,0,110000,0,275575,0,0,31325,0,0,0,200000,2020-8
KH-0000000209,0,0,0,0,275275,0,0,35448,0,0,0,100000,2020-8
KH-0000000210,0,0,0,0,275000,0,0,312000,0,0,0,100000,2020-8
KH-0000000211,0,0,0,0,273580,0,0,0,0,0,0,100000,2020-8
KH-0000000212,0,0,0,0,272473,0,9700,0,0,0,0,100000,2020-8
KH-0000000213,0,0,0,0,271605,0,0,36000,275940,121200,52000,100000,2020-8
KH-0000000214,0,52380,0,316069,269050,0,50440,238857,547136,643450,0,1000000,2020-8
KH-0000000215,0,0,0,0,266985,0,0,0,514451,0,0,200000,2020-8
KH-0000000216,296000,0,0,0,266754,0,20000,288917,505592,786570,0,800000,2020-8
KH-0000000217,42680,24250,0,205737,266503,0,0,49630,98358,0,0,300000,2020-8
KH-0000000218,0,0,28130,150350,265024,0,0,0,0,0,64990,100000,2020-8
KH-0000000219,0,0,0,0,264680,0,20000,0,0,147900,0,100000,2020-8
KH-0000000220,0,0,0,181450,264380,0,0,136699,32760,241560,112000,800000,2020-8
KH-0000000221,0,0,0,0,264160,0,0,0,0,0,0,100000,2020-8
KH-0000000222,0,16000,0,0,263984,0,0,0,0,300000,0,100000,2020-8
KH-0000000223,0,16000,11000,347280,263463,0,0,78960,388160,100000,0,200000,2020-8
KH-0000000224,0,0,0,0,260570,0,0,85841,147010,0,0,100000,2020-8
KH-0000000225,0,0,0,460750,260329,0,0,188873,880430,0,12610,200000,2020-8
KH-0000000226,122000,0,0,0,260150,0,0,28138,0,126960,0,100000,2020-8
KH-0000000227,0,0,0,0,260000,0,0,16170,0,0,0,100000,2020-8
KH-0000000228,288200,337500,0,13500,259107,0,0,37669,1926648,0,0,900000,2020-8
KH-0000000229,0,0,0,0,256446,0,0,118427,35040,89180,0,700000,2020-8
KH-0000000230,0,0,0,0,255255,0,0,0,0,0,0,100000,2020-8
KH-0000000231,0,0,0,35000,252100,0,0,63586,92800,0,0,100000,2020-8
KH-0000000232,93120,15520,0,126100,246852,0,0,276280,253461,945304,12610,500000,2020-8
KH-0000000233,0,0,0,0,246780,0,0,0,0,450000,0,100000,2020-8
KH-0000000234,120000,0,0,0,245892,0,78500,0,0,0,0,100000,2020-8
KH-0000000235,0,0,0,0,245310,0,0,0,0,0,0,100000,2020-8
KH-0000000236,0,0,0,0,244345,0,0,0,0,81600,0,200000,2020-8
KH-0000000237,65000,42000,0,0,243510,0,0,36000,0,0,0,100000,2020-8
KH-0000000238,0,0,0,103000,240430,0,0,0,0,0,0,100000,2020-8
KH-0000000239,0,0,0,0,238730,0,0,0,0,0,0,100000,2020-8
KH-0000000240,21340,0,0,0,238635,0,0,11436,0,0,100880,200000,2020-8
KH-0000000241,0,149380,129010,211606,236122,0,46560,362985,445638,50440,0,500000,2020-8
KH-0000000242,0,0,0,0,233485,0,0,0,0,0,0,100000,2020-8
KH-0000000243,0,0,0,0,233149,0,0,0,0,0,25220,200000,2020-8
KH-0000000244,0,0,0,0,232050,0,0,0,0,0,0,100000,2020-8
KH-0000000245,0,0,0,0,231884,0,0,0,0,0,33950,100000,2020-8
KH-0000000246,29100,0,0,185270,230375,0,0,76533,716811,142474,0,300000,2020-8
KH-0000000247,0,108000,0,155000,230136,0,12000,102824,370930,0,0,400000,2020-8
KH-0000000248,0,0,0,0,229840,0,0,0,0,0,33500,100000,2020-8
KH-0000000249,0,0,0,0,228800,0,20000,0,0,0,0,100000,2020-8
KH-0000000250,0,0,0,0,227040,0,0,0,0,0,0,100000,2020-8
KH-0000000251,0,0,0,25000,226834,0,0,41918,0,0,0,300000,2020-8
KH-0000000252,0,0,0,0,225880,0,0,0,0,0,0,100000,2020-8
KH-0000000253,0,0,32000,55000,222990,0,0,126953,0,231260,0,200000,2020-8
KH-0000000254,0,0,0,0,220740,0,0,0,0,156060,0,200000,2020-8
KH-0000000255,0,0,0,0,220160,0,0,0,0,0,0,100000,2020-8
KH-0000000256,52000,0,177000,147150,218880,0,299000,709643,749460,0,153000,600000,2020-8
KH-0000000257,26000,0,0,16000,218770,0,0,0,0,0,35000,100000,2020-8
KH-0000000258,0,0,0,0,218530,0,0,20000,0,0,0,100000,2020-8
KH-0000000259,0,142000,0,30000,218088,0,0,52680,157128,0,0,300000,2020-8
KH-0000000260,0,0,0,0,217580,0,0,0,0,0,0,100000,2020-8
KH-0000000261,0,0,0,0,216600,0,0,0,0,0,0,100000,2020-8
KH-0000000262,0,0,86330,253170,215435,0,31040,81477,275849,343322,37830,300000,2020-8
KH-0000000263,0,0,0,0,215430,0,0,0,0,0,0,100000,2020-8
KH-0000000264,87000,0,0,191955,214390,0,0,73710,0,0,0,300000,2020-8
KH-0000000265,0,0,0,0,213840,0,0,0,0,0,0,100000,2020-8
KH-0000000266,0,81480,26190,0,212634,0,46560,97110,475281,303746,0,500000,2020-8
KH-0000000267,0,0,0,0,211900,0,30000,0,0,0,0,100000,2020-8
KH-0000000268,0,108000,0,0,211746,0,0,0,0,0,0,100000,2020-8
KH-0000000269,0,3880,75660,12164,210616,0,0,258175,0,50440,0,900000,2020-8
KH-0000000270,92000,0,38000,275367,208872,0,0,0,0,0,0,200000,2020-8
KH-0000000271,0,140000,35000,440000,205200,0,35000,14625,60000,0,50000,200000,2020-8
KH-0000000272,0,0,0,0,204278,0,0,118470,0,0,0,300000,2020-8
KH-0000000273,0,0,0,0,204232,0,0,0,0,0,0,100000,2020-8
KH-0000000274,0,0,0,0,203760,0,0,68480,0,0,0,100000,2020-8
KH-0000000275,13000,0,12000,0,201875,0,0,0,0,0,0,100000,2020-8
KH-0000000276,0,0,0,0,201675,0,0,0,0,0,0,100000,2020-8
KH-0000000277,0,0,0,0,200350,0,0,0,0,0,0,200000,2020-8
KH-0000000278,0,286150,39770,33950,199263,0,46560,170409,322088,247350,0,600000,2020-8
KH-0000000279,0,0,0,0,198960,0,0,38250,0,0,0,100000,2020-8
KH-0000000280,0,0,0,0,198155,0,0,14322,0,0,0,300000,2020-8
KH-0000000281,0,0,0,0,197615,0,20000,0,0,0,0,100000,2020-8
KH-0000000282,0,0,0,0,197050,0,0,0,0,0,0,100000,2020-8
KH-0000000283,265780,171460,37830,852301,197036,0,52000,0,313555,420206,0,700000,2020-8
KH-0000000284,0,67900,95060,220631,196347,0,186240,413579,249358,132987,0,400000,2020-8
KH-0000000285,0,242500,33950,358038,195911,0,0,29624,690271,0,0,400000,2020-8
KH-0000000286,0,0,63050,53350,195508,0,0,89650,265392,155336,0,200000,2020-8
KH-0000000287,0,341000,0,0,192600,0,20000,0,0,0,0,100000,2020-8
KH-0000000288,22000,0,0,0,192311,0,0,78153,27594,0,0,300000,2020-8
KH-0000000289,0,0,0,0,190944,0,0,0,80580,328600,0,100000,2020-8
KH-0000000290,0,0,0,25000,190485,0,0,31179,0,0,0,200000,2020-8
KH-0000000291,0,0,76630,192060,189296,0,19400,55135,0,0,164900,200000,2020-8
KH-0000000292,52000,0,0,45000,189000,0,0,0,0,85260,26000,200000,2020-8
KH-0000000293,0,0,130000,0,188869,0,0,10395,0,0,0,200000,2020-8
KH-0000000294,82000,247000,0,65000,188820,0,0,0,0,0,0,100000,2020-8
KH-0000000295,0,285180,0,674150,187462,0,0,32569,899752,543665,95060,400000,2020-8
KH-0000000296,0,40740,101850,101850,187381,0,0,43340,0,0,0,100000,2020-8
KH-0000000297,0,0,32000,61000,184776,0,0,0,0,254000,0,100000,2020-8
KH-0000000298,0,0,0,0,183744,0,0,0,0,0,0,100000,2020-8
KH-0000000299,0,0,0,0,182355,0,0,0,0,0,0,100000,2020-8
KH-0000000300,0,0,0,0,181650,0,0,0,0,203000,0,200000,2020-8
KH-0000000301,0,172175,0,0,180376,0,0,21214,0,0,0,200000,2020-8
KH-0000000302,0,0,0,0,179340,0,0,7800,0,0,0,100000,2020-8
KH-0000000303,0,0,63050,153260,177254,0,0,148022,662282,305347,0,500000,2020-8
KH-0000000304,0,0,0,0,175780,0,0,138395,0,0,0,100000,2020-8
KH-0000000305,0,20000,0,0,175125,0,0,0,0,0,0,200000,2020-8
KH-0000000306,56738,0,0,0,174062,0,0,0,0,0,0,200000,2020-8
KH-0000000307,67900,0,0,0,173247,0,0,34678,0,686886,0,300000,2020-8
KH-0000000308,0,33000,55000,63000,171720,0,111000,123015,0,0,35000,600000,2020-8
KH-0000000309,22000,14000,0,185000,171256,0,338000,15480,0,369520,168000,200000,2020-8
KH-0000000310,0,0,0,294000,168605,0,0,39420,0,147600,0,400000,2020-8
KH-0000000311,0,12000,0,0,168184,0,0,48598,0,0,0,200000,2020-8
KH-0000000312,22000,66000,11000,0,168140,0,0,8640,0,0,50000,300000,2020-8
KH-0000000313,11000,0,0,369259,167785,0,57000,117913,0,135000,0,200000,2020-8
KH-0000000314,0,0,0,25000,166090,0,0,0,0,0,0,100000,2020-8
KH-0000000315,195870,33950,25000,721530,164579,0,180000,20882,103625,137430,164900,900000,2020-8
KH-0000000316,0,125000,0,0,164320,0,0,0,0,0,0,100000,2020-8
KH-0000000317,26000,0,26000,0,164046,0,0,121190,171680,102000,0,300000,2020-8
KH-0000000318,0,0,0,0,163980,0,0,0,0,225000,0,100000,2020-8
KH-0000000319,0,17000,0,95000,163470,0,0,0,0,0,0,200000,2020-8
KH-0000000320,0,0,60000,0,163225,0,0,90081,346690,0,0,400000,2020-8
KH-0000000321,0,0,0,215000,162225,0,52000,0,72500,0,100000,600000,2020-8
KH-0000000322,0,0,0,0,161731,0,0,0,0,0,120000,100000,2020-8
KH-0000000323,0,0,32000,0,160400,0,30500,28181,0,0,35000,100000,2020-8
KH-0000000324,0,0,0,0,160170,0,0,0,0,0,0,100000,2020-8
KH-0000000325,0,42000,10000,140000,159734,0,0,32760,136830,374600,0,200000,2020-8
KH-0000000326,0,0,0,0,157388,0,0,0,0,0,0,100000,2020-8
KH-0000000327,220000,80000,109000,67000,156915,0,0,139041,0,192000,50000,300000,2020-8
