code,drink,rice,spice,conv,fruit,other,nonfood,veget,meat,fish,tea,count,date
KH-0000000046,24250,185328,42680,629438,575148,28174,0,682496,2248129,531094,0,1300000,2020-12
KH-0000000047,0,0,38540,0,0,0,49000,31000,182052,507520,0,200000,2020-12
KH-0000000048,85000,0,0,355850,110000,0,0,18720,95000,507008,20000,200000,2020-12
KH-0000000049,0,108000,0,218632,0,13209,117500,268507,1510154,496580,0,800000,2020-12
KH-0000000050,225000,0,0,321129,608733,0,0,157334,1622659,495000,0,700000,2020-12
KH-0000000051,0,0,0,0,325360,0,34000,0,0,490500,0,100000,2020-12
KH-0000000052,0,73000,0,274500,98120,0,52000,70140,785185,486980,0,400000,2020-12
KH-0000000053,0,33000,2340,0,488990,0,34000,167475,167100,482790,0,500000,2020-12
KH-0000000054,0,0,0,0,431572,0,0,0,0,480000,0,100000,2020-12
KH-0000000055,0,0,56000,274650,0,0,0,154215,726028,475160,0,300000,2020-12
KH-0000000056,0,0,0,0,126018,0,0,0,131037,462651,0,100000,2020-12
KH-0000000057,0,0,0,105904,0,15910,34000,142993,502566,459000,0,200000,2020-12
KH-0000000058,53350,198850,0,48500,710178,0,0,357657,966393,454871,0,700000,2020-12
KH-0000000059,53350,60140,533346,450518,0,0,48500,211563,992983,432394,0,500000,2020-12
KH-0000000060,0,0,101850,43650,0,0,67900,14191,0,428992,0,100000,2020-12
KH-0000000061,29100,184846,0,223285,0,15392,392750,218257,586847,426233,15520,700000,2020-12
KH-0000000062,0,53350,0,38994,0,0,0,93501,383092,424705,0,300000,2020-12
KH-0000000063,0,0,0,183090,79040,0,0,0,0,405520,0,100000,2020-12
KH-0000000064,43700,298300,151690,262200,563060,14201,52250,874856,319590,402135,210900,2100000,2020-12
KH-0000000065,154230,485000,134830,1066922,1892143,0,48500,278862,670480,400164,62080,800000,2020-12
KH-0000000066,0,368600,0,440571,0,0,0,149801,499216,396103,0,600000,2020-12
KH-0000000067,194000,0,0,330954,0,0,140650,0,0,395372,19400,200000,2020-12
KH-0000000068,0,55000,79000,0,0,0,139000,0,0,384000,0,100000,2020-12
KH-0000000069,164900,52380,3841,793285,1549302,0,163930,319352,2033236,381986,0,1000000,2020-12
KH-0000000070,123190,0,0,414927,63516,0,481120,197366,365114,378610,0,300000,2020-12
KH-0000000071,25000,117855,19400,754150,125182,0,62080,225985,973226,373547,0,1600000,2020-12
KH-0000000072,88000,0,78000,793144,0,0,82000,35560,46200,361940,65000,200000,2020-12
KH-0000000073,0,0,0,0,0,0,0,85548,0,360500,0,200000,2020-12
KH-0000000074,0,0,0,0,0,0,0,0,0,359060,0,100000,2020-12
KH-0000000075,25000,30000,176060,360440,682030,0,105000,343726,323078,359020,0,800000,2020-12
KH-0000000076,85000,0,0,90000,0,0,0,0,0,351520,0,100000,2020-12
KH-0000000077,0,51691,0,11640,631150,0,0,37904,291175,351091,0,300000,2020-12
KH-0000000078,0,85000,0,0,82290,0,98000,15825,0,350300,0,100000,2020-12
KH-0000000079,431650,0,0,287430,0,0,0,374389,2867966,341440,67900,600000,2020-12
KH-0000000080,0,0,0,90920,72820,0,53490,91789,806352,337211,25220,400000,2020-12
KH-0000000081,0,0,21000,372000,0,0,30500,38115,76840,336600,0,100000,2020-12
KH-0000000082,0,528200,95418,516202,1181587,18208,98800,909033,2490194,332177,0,1600000,2020-12
KH-0000000083,0,0,0,0,0,0,0,0,0,331080,0,100000,2020-12
KH-0000000084,0,140650,164900,71780,426800,0,140650,190857,379028,330169,0,500000,2020-12
KH-0000000085,0,418000,94940,382365,0,15318,40000,234030,697670,329600,0,600000,2020-12
KH-0000000086,0,0,20370,158110,0,0,82450,194234,611003,324689,0,100000,2020-12
KH-0000000087,465000,0,0,928000,677530,0,10000,0,443280,323395,0,600000,2020-12
KH-0000000088,47530,0,24250,184300,89376,0,0,2459,0,322195,0,100000,2020-12
KH-0000000089,0,41000,0,0,0,0,0,58825,163342,320240,5000,100000,2020-12
KH-0000000090,0,0,0,45000,100215,0,140000,162874,136860,317440,0,200000,2020-12
KH-0000000091,371510,22310,63050,455270,284196,0,242500,151706,1026095,316065,218250,700000,2020-12
KH-0000000092,0,0,0,64000,736125,0,10000,158265,548786,315100,0,500000,2020-12
KH-0000000093,0,93120,76630,630500,170638,13889,135800,58970,922362,314862,0,700000,2020-12
KH-0000000094,0,0,0,0,0,0,0,0,0,313500,0,300000,2020-12
KH-0000000095,0,0,79000,50000,0,14985,0,47249,372722,303800,0,100000,2020-12
KH-0000000096,0,0,0,119700,0,0,0,29190,0,303600,0,400000,2020-12
KH-0000000097,25220,606250,54320,375390,164983,0,0,149692,501197,300700,0,400000,2020-12
KH-0000000098,0,0,0,0,78000,0,0,0,0,299750,0,100000,2020-12
KH-0000000099,0,0,0,17000,0,0,0,123418,427533,295459,0,500000,2020-12
KH-0000000100,0,29100,0,0,0,0,0,43215,0,295026,0,100000,2020-12
KH-0000000101,24250,0,86330,311203,847848,0,46560,58692,181992,292358,48500,500000,2020-12
KH-0000000102,0,0,0,417070,0,0,0,14336,260500,291500,0,200000,2020-12
KH-0000000103,0,0,123000,335925,125450,0,0,105169,66150,286100,0,500000,2020-12
KH-0000000104,34920,0,0,227853,38800,0,0,16267,108427,285956,0,200000,2020-12
KH-0000000105,0,0,89000,56000,115000,0,52000,285035,777990,275000,0,1000000,2020-12
KH-0000000106,0,0,0,0,0,0,0,51805,0,274560,0,200000,2020-12
KH-0000000107,0,20000,70000,446638,418630,0,52000,61586,106424,272800,189000,500000,2020-12
KH-0000000108,300000,0,55000,240000,70900,0,0,109945,0,270540,39000,200000,2020-12
KH-0000000109,0,0,0,0,0,0,0,70940,156780,265100,0,200000,2020-12
KH-0000000110,0,169750,209423,356760,1111940,0,0,200568,635602,263898,0,400000,2020-12
KH-0000000111,63050,293910,227950,365141,171941,0,525740,281989,0,260174,67900,700000,2020-12
KH-0000000112,0,0,0,145000,43950,17649,0,57223,260214,259600,0,400000,2020-12
KH-0000000113,0,0,0,0,568255,0,0,16568,0,258757,46560,300000,2020-12
KH-0000000114,0,0,0,469887,147265,0,0,86942,400882,257011,25220,600000,2020-12
KH-0000000115,58200,67900,111550,602409,792753,0,38800,59200,996509,256080,0,300000,2020-12
KH-0000000116,0,0,0,0,0,0,0,0,0,256060,0,100000,2020-12
KH-0000000117,0,0,0,0,0,0,0,0,0,243100,0,200000,2020-12
KH-0000000118,0,0,0,25200,0,0,0,16330,210864,243100,100000,500000,2020-12
KH-0000000119,88270,0,0,33950,166801,0,0,13580,80316,235768,0,200000,2020-12
KH-0000000120,0,0,76630,814800,170925,0,0,27781,332873,234798,15520,300000,2020-12
KH-0000000121,39000,190000,0,40000,0,0,0,54502,0,234010,0,100000,2020-12
KH-0000000122,0,0,10000,207250,1180759,0,269660,41904,1626451,233043,0,400000,2020-12
KH-0000000123,0,0,25000,90000,100128,0,145000,0,87480,232000,0,100000,2020-12
KH-0000000124,0,0,0,165850,399880,0,0,85364,270653,231790,0,700000,2020-12
KH-0000000125,0,0,0,0,0,0,0,0,0,229840,0,100000,2020-12
KH-0000000126,58200,50440,0,0,0,0,16490,147518,365797,229250,0,200000,2020-12
KH-0000000127,0,150000,0,600690,738724,0,0,112780,274680,227880,50000,400000,2020-12
KH-0000000128,58200,0,63050,612446,273298,0,0,317292,0,227271,0,700000,2020-12
KH-0000000129,24250,0,0,0,192294,0,0,72046,285348,226195,0,500000,2020-12
KH-0000000130,0,103645,116000,275770,0,0,0,43959,0,221680,150000,200000,2020-12
KH-0000000131,0,0,94090,103790,0,0,0,44051,40740,221626,0,300000,2020-12
KH-0000000132,0,48500,29100,24250,474442,0,0,105985,515865,215631,0,300000,2020-12
KH-0000000133,0,23000,0,75000,155910,0,0,194577,159600,214880,0,300000,2020-12
KH-0000000134,0,0,0,90190,0,15725,0,0,223554,214850,0,200000,2020-12
KH-0000000135,280000,0,0,0,97574,0,0,0,0,214060,0,500000,2020-12
KH-0000000136,24250,575210,63050,25220,190558,0,0,237205,609563,213885,0,1700000,2020-12
KH-0000000137,157000,14000,130000,26000,336740,0,80000,46607,69020,213520,67000,200000,2020-12
KH-0000000138,0,71000,23000,420000,600960,6420,64000,248980,1382630,212520,0,600000,2020-12
KH-0000000139,242500,0,179450,152290,578940,0,428255,87019,919002,212236,38800,600000,2020-12
KH-0000000140,0,0,12000,90000,0,0,0,0,0,211200,0,400000,2020-12
KH-0000000141,0,0,0,68870,0,0,19400,36557,98169,209132,15520,300000,2020-12
KH-0000000142,0,848750,167461,119310,85418,0,0,230389,68598,208065,101850,1000000,2020-12
KH-0000000143,0,19500,0,74000,0,0,0,13250,0,206894,0,100000,2020-12
KH-0000000144,0,0,0,0,637760,0,0,0,0,204600,0,300000,2020-12
KH-0000000145,0,20807,57230,132890,27866,0,0,76570,431233,198326,0,1000000,2020-12
KH-0000000146,558720,1461790,114324,829660,1038466,24513,242500,636051,1239935,196008,1614080,1300000,2020-12
KH-0000000147,25000,123000,191000,376500,799470,0,0,70925,457192,195910,0,400000,2020-12
KH-0000000148,0,50925,3300,40000,272250,0,52000,227874,0,194700,0,200000,2020-12
KH-0000000149,0,130000,0,41650,253860,0,0,26218,0,192000,0,200000,2020-12
KH-0000000150,0,0,0,0,0,0,0,13580,0,192000,0,100000,2020-12
KH-0000000151,30000,0,59000,0,0,0,0,0,0,192000,16000,100000,2020-12
KH-0000000152,0,0,0,0,0,0,0,42631,27566,192000,0,100000,2020-12
KH-0000000153,0,0,0,0,0,0,0,0,0,192000,150000,100000,2020-12
KH-0000000154,195000,250000,0,57000,0,13172,0,14070,0,192000,0,100000,2020-12
KH-0000000155,163000,202000,79000,327000,176440,0,17000,53425,218320,191040,16000,500000,2020-12
KH-0000000156,0,38000,323000,0,733415,0,137750,400018,492708,189658,0,300000,2020-12
KH-0000000157,0,52000,0,13000,17900,0,0,96966,0,183700,33500,100000,2020-12
KH-0000000158,0,0,0,0,0,0,0,0,0,183700,0,100000,2020-12
KH-0000000159,0,0,32000,0,0,0,0,0,0,181800,0,100000,2020-12
KH-0000000160,0,0,70000,0,0,0,0,0,0,177980,0,100000,2020-12
KH-0000000161,0,0,0,22000,213300,0,0,11550,218200,171600,0,100000,2020-12
KH-0000000162,0,316000,72000,395720,189104,0,55000,0,228900,171600,16000,400000,2020-12
KH-0000000163,639230,231733,348502,524704,541959,49923,150350,329081,989259,170720,341440,900000,2020-12
KH-0000000164,0,0,0,0,108576,0,0,25795,0,169400,0,100000,2020-12
KH-0000000165,0,0,0,185755,288028,16132,0,153327,0,168680,0,300000,2020-12
KH-0000000166,0,0,351000,290000,140460,0,30500,0,106020,166160,0,500000,2020-12
KH-0000000167,44000,0,0,0,331736,0,0,0,0,163900,0,200000,2020-12
KH-0000000168,64000,0,79000,28000,319390,0,0,26250,0,161700,39000,600000,2020-12
KH-0000000169,139000,0,79000,47100,40000,0,31500,0,116280,161700,0,200000,2020-12
KH-0000000170,0,19400,24250,24250,429448,7357,0,97336,443904,160050,62080,500000,2020-12
KH-0000000171,0,0,0,131000,295610,0,12000,429507,491908,159500,0,700000,2020-12
KH-0000000172,0,30000,0,0,0,0,0,0,0,158400,0,100000,2020-12
KH-0000000173,0,0,0,15000,50160,0,0,0,0,156200,0,200000,2020-12
KH-0000000174,0,323000,134000,18000,38000,0,148000,114720,392000,156200,0,200000,2020-12
KH-0000000175,128000,43000,0,160000,102536,0,0,0,0,154000,250000,300000,2020-12
KH-0000000176,0,200000,158000,1043740,0,0,0,127964,1082065,154000,0,600000,2020-12
KH-0000000177,0,0,0,156252,0,0,0,49876,178548,154000,0,500000,2020-12
KH-0000000178,0,683850,0,0,1327508,0,0,0,102034,152581,0,300000,2020-12
KH-0000000179,0,0,0,0,0,0,0,0,0,151800,0,100000,2020-12
KH-0000000180,0,0,0,17000,0,0,0,10240,0,150480,35000,100000,2020-12
KH-0000000181,0,0,0,0,0,0,0,0,0,149600,0,100000,2020-12
KH-0000000182,0,0,0,52000,0,0,17000,21272,134670,148500,0,100000,2020-12
KH-0000000183,0,0,158000,0,0,0,0,0,0,148500,0,100000,2020-12
KH-0000000184,49000,0,0,122750,121250,14356,43650,98494,1191568,146315,0,600000,2020-12
KH-0000000185,0,0,0,297000,0,0,52000,12800,0,146300,0,200000,2020-12
KH-0000000186,0,0,0,112680,0,0,0,0,0,145350,0,100000,2020-12
KH-0000000187,55000,0,0,0,25500,0,215000,25440,296090,145080,0,200000,2020-12
KH-0000000188,0,507760,0,95000,0,0,0,0,0,145000,50000,100000,2020-12
KH-0000000189,0,0,0,90000,0,0,0,0,0,145000,0,100000,2020-12
KH-0000000190,15000,7000,39000,135000,0,0,0,42455,247988,143640,0,300000,2020-12
KH-0000000191,37000,0,0,163504,0,0,140000,27616,261234,141930,0,100000,2020-12
KH-0000000192,0,0,0,35890,0,0,0,83718,470763,141911,0,100000,2020-12
KH-0000000193,115000,0,0,0,0,0,0,0,0,141480,0,100000,2020-12
KH-0000000194,0,0,0,232625,156673,0,0,25219,189744,140800,0,500000,2020-12
KH-0000000195,39000,0,0,0,45372,0,358500,0,110000,140800,170000,100000,2020-12
KH-0000000196,0,0,0,0,0,0,0,0,0,140800,0,100000,2020-12
KH-0000000197,130000,72000,56000,360000,154775,0,0,0,159004,139700,0,100000,2020-12
KH-0000000198,0,95000,144000,83044,436842,0,82500,194585,510544,139650,0,600000,2020-12
KH-0000000199,25000,108000,35000,112662,17550,13727,0,12600,176670,138795,0,300000,2020-12
KH-0000000200,0,35000,0,0,0,0,0,0,0,137500,0,100000,2020-12
KH-0000000201,0,236719,0,354213,133206,0,137740,298070,1043955,135722,77600,900000,2020-12
KH-0000000202,0,0,0,100000,76560,0,0,30745,0,135300,0,100000,2020-12
KH-0000000203,100880,242500,3550,146468,673760,0,46560,216754,455101,134355,48500,1200000,2020-12
KH-0000000204,102000,159000,0,0,0,0,0,0,61152,134200,0,200000,2020-12
KH-0000000205,30000,365000,0,194730,121225,0,0,35279,49560,133800,0,400000,2020-12
KH-0000000206,0,0,0,6000,19350,0,0,72575,100000,133100,35000,100000,2020-12
KH-0000000207,0,635350,0,849492,4777764,0,82450,259990,452664,132696,48500,1000000,2020-12
KH-0000000208,0,0,0,235000,45000,0,0,26385,0,132480,0,200000,2020-12
KH-0000000209,0,0,0,513800,0,0,0,0,0,132240,0,200000,2020-12
KH-0000000210,0,0,0,0,0,0,0,0,0,132000,0,100000,2020-12
KH-0000000211,13000,0,0,35000,0,0,12000,83124,296430,131760,0,100000,2020-12
KH-0000000212,0,108000,0,0,155828,0,0,252574,0,129800,0,200000,2020-12
KH-0000000213,0,0,0,0,0,0,0,85966,61459,129000,0,400000,2020-12
KH-0000000214,75916,33000,0,39740,373165,0,0,45134,0,128960,0,500000,2020-12
KH-0000000215,0,0,0,0,317178,0,0,46706,104915,128040,0,100000,2020-12
KH-0000000216,0,0,0,0,0,0,0,0,0,127800,0,100000,2020-12
KH-0000000217,0,0,0,0,104250,0,0,0,0,127600,0,100000,2020-12
KH-0000000218,0,0,0,0,0,0,0,0,0,126500,0,100000,2020-12
KH-0000000219,0,270000,13080,140000,89250,0,0,0,81606,124300,0,500000,2020-12
KH-0000000220,0,0,0,48000,0,0,73000,16000,0,123520,35000,100000,2020-12
KH-0000000221,314450,0,261250,326800,2581897,0,0,151170,253688,122265,334400,900000,2020-12
KH-0000000222,0,0,21000,0,0,0,0,0,0,122100,0,100000,2020-12
KH-0000000223,0,0,88000,178160,37240,0,0,63263,104764,120000,0,200000,2020-12
KH-0000000224,0,0,0,50000,0,0,0,13440,0,119900,0,100000,2020-12
KH-0000000225,0,0,0,557195,0,0,0,50348,0,117800,0,100000,2020-12
KH-0000000226,53350,264810,489850,890460,143172,0,29100,223167,62856,117370,0,900000,2020-12
KH-0000000227,0,0,0,153997,77930,0,0,17179,51798,116400,0,100000,2020-12
KH-0000000228,100000,0,0,243000,175002,0,0,100796,0,112800,213000,800000,2020-12
KH-0000000229,0,0,0,0,149516,0,0,45939,240376,112035,0,200000,2020-12
KH-0000000230,0,0,0,68000,0,0,0,11375,0,110200,0,100000,2020-12
KH-0000000231,0,0,0,0,35416,0,48000,0,100000,107800,74000,200000,2020-12
KH-0000000232,0,55000,0,12000,0,0,0,66824,0,105894,0,300000,2020-12
KH-0000000233,216000,30000,0,185000,395340,0,52000,13856,316690,105400,74000,700000,2020-12
KH-0000000234,0,0,0,0,0,0,0,0,0,103400,79000,200000,2020-12
KH-0000000235,0,0,0,0,0,0,0,0,0,102300,0,100000,2020-12
KH-0000000236,0,0,0,163000,0,0,52000,116103,100000,100500,0,300000,2020-12
KH-0000000237,25000,73000,32000,222920,0,0,0,151748,0,100000,32000,300000,2020-12
KH-0000000238,0,0,0,0,0,0,0,15120,0,100000,0,100000,2020-12
KH-0000000239,0,122000,0,339400,0,0,30000,57424,0,100000,50000,200000,2020-12
KH-0000000240,170000,140000,0,166000,0,0,0,14420,1098476,100000,370000,400000,2020-12
KH-0000000241,0,0,0,290000,0,0,0,0,0,100000,0,100000,2020-12
KH-0000000242,0,189000,98000,0,0,0,0,14816,0,98640,0,100000,2020-12
KH-0000000243,0,130950,0,320100,902526,14356,35000,143522,214836,98028,0,600000,2020-12
KH-0000000244,136000,32000,80000,187761,75012,0,304000,205720,325068,98000,175000,300000,2020-12
KH-0000000245,0,0,0,0,0,0,0,38600,0,97500,0,100000,2020-12
KH-0000000246,0,496000,44000,195000,138040,0,170000,73000,48650,95700,0,200000,2020-12
KH-0000000247,0,0,70000,36600,416000,0,0,4400,144840,92400,35000,200000,2020-12
KH-0000000248,0,0,0,0,0,0,0,0,0,92400,0,100000,2020-12
KH-0000000249,149000,0,0,0,0,0,0,0,0,90860,0,100000,2020-12
KH-0000000250,0,0,90000,55000,0,0,0,0,0,88000,0,200000,2020-12
KH-0000000251,0,0,0,0,44820,0,0,35296,0,87360,0,100000,2020-12
KH-0000000252,0,62837,0,0,275427,0,0,84089,0,87222,0,100000,2020-12
KH-0000000253,0,0,24000,122400,95880,8695,0,5216,54390,86900,0,400000,2020-12
KH-0000000254,0,0,0,0,215709,0,0,0,0,86427,0,100000,2020-12
KH-0000000255,0,81480,0,43650,1170926,0,0,52084,64166,85981,67900,300000,2020-12
KH-0000000256,0,0,0,36000,0,0,0,8920,270250,84160,0,200000,2020-12
KH-0000000257,0,205000,0,61000,0,0,0,0,0,82500,0,100000,2020-12
KH-0000000258,393300,606100,107350,931692,400341,0,68400,142296,852511,82384,66500,500000,2020-12
KH-0000000259,0,0,0,0,85905,0,0,0,98280,79360,0,200000,2020-12
KH-0000000260,0,69000,0,81680,0,0,0,31465,661092,79220,0,400000,2020-12
KH-0000000261,0,0,0,0,230920,0,0,0,0,70380,0,200000,2020-12
KH-0000000262,0,0,53350,54611,254936,0,0,96402,153002,69355,0,300000,2020-12
KH-0000000263,0,30000,199000,96480,125558,0,52000,162587,274830,64900,110000,600000,2020-12
KH-0000000264,25000,0,0,0,0,0,0,17160,0,56000,0,100000,2020-12
KH-0000000265,170000,169000,168000,422000,33700,0,615000,366686,696152,52000,35000,200000,2020-12
KH-0000000266,0,0,0,76800,0,0,0,41018,193710,46000,65000,300000,2020-12
KH-0000000267,33950,0,93333,207095,353623,0,86330,32961,150823,27160,0,600000,2020-12
KH-0000000268,37000,156410,579000,561272,0,0,0,267766,926095,26000,0,700000,2020-12
KH-0000000269,0,0,0,0,4084709,0,0,0,0,0,0,300000,2020-12
KH-0000000270,0,0,0,150000,3602295,0,52000,90510,50700,0,0,400000,2020-12
KH-0000000271,39000,0,0,0,2016410,0,0,0,0,0,444000,200000,2020-12
KH-0000000272,0,0,0,0,1472462,0,135000,0,0,0,0,100000,2020-12
KH-0000000273,21340,225457,0,87300,1403667,0,0,59647,668899,0,0,600000,2020-12
KH-0000000274,0,60000,0,0,1403540,0,170000,8820,0,0,0,200000,2020-12
KH-0000000275,120000,0,0,0,1392017,0,0,0,0,0,0,800000,2020-12
KH-0000000276,40000,0,0,0,1255255,0,147000,0,0,0,0,200000,2020-12
KH-0000000277,378300,0,0,0,1191060,0,0,0,0,0,0,200000,2020-12
KH-0000000278,473360,0,11640,590322,1189264,0,158595,143478,253762,0,151320,1100000,2020-12
KH-0000000279,0,0,0,0,1181823,0,0,0,0,0,0,200000,2020-12
KH-0000000280,378300,0,0,0,1162716,0,0,0,0,0,0,200000,2020-12
KH-0000000281,785650,285000,0,362231,1140894,0,573800,406758,1246273,0,95000,1900000,2020-12
KH-0000000282,0,0,331740,252200,1108676,0,0,37287,308848,0,0,200000,2020-12
KH-0000000283,0,0,0,0,1104815,0,0,0,0,0,0,100000,2020-12
KH-0000000284,0,1267300,0,0,1021976,0,49400,0,0,0,0,200000,2020-12
KH-0000000285,0,62000,0,100000,934958,0,0,0,0,0,0,300000,2020-12
KH-0000000286,0,29100,179450,125712,934460,0,252200,41250,234171,0,0,900000,2020-12
KH-0000000287,0,0,0,0,898661,0,0,67620,0,0,150000,200000,2020-12
KH-0000000288,23280,34920,0,124160,862980,0,0,30362,0,0,0,200000,2020-12
KH-0000000289,0,0,0,0,859153,0,0,0,0,0,0,100000,2020-12
KH-0000000290,0,3574450,95060,1848825,836044,0,137750,204374,277527,0,82450,600000,2020-12
KH-0000000291,0,733854,12610,530434,776352,0,82450,993810,2121118,0,61110,1300000,2020-12
KH-0000000292,127000,140000,0,10000,765520,0,176000,70770,0,0,16000,600000,2020-12
KH-0000000293,0,0,0,454930,676873,0,0,32700,0,0,0,200000,2020-12
KH-0000000294,0,0,0,33950,669300,0,1294950,0,0,0,0,100000,2020-12
KH-0000000295,0,0,0,50000,668940,0,0,14455,156950,0,100000,200000,2020-12
KH-0000000296,0,80000,124000,75000,657175,0,51000,40420,0,0,32000,200000,2020-12
KH-0000000297,0,0,0,0,642880,0,0,0,0,0,0,100000,2020-12
KH-0000000298,0,0,0,218250,641442,0,0,0,0,0,48500,300000,2020-12
KH-0000000299,0,18860,229000,208920,627535,0,114000,136341,658700,0,158000,600000,2020-12
KH-0000000300,60000,0,0,0,618900,0,0,0,0,0,0,200000,2020-12
KH-0000000301,0,0,0,0,613900,0,0,0,0,0,0,100000,2020-12
KH-0000000302,0,0,0,0,603087,0,0,0,0,0,0,100000,2020-12
KH-0000000303,0,0,0,0,596750,0,0,0,0,0,0,200000,2020-12
KH-0000000304,0,245410,24250,193030,594040,0,97000,152472,186589,0,0,700000,2020-12
KH-0000000305,29100,223100,44620,338239,590422,0,66930,339875,576879,0,0,500000,2020-12
KH-0000000306,0,0,0,0,586120,0,0,0,0,0,0,100000,2020-12
KH-0000000307,0,0,0,0,567355,0,0,0,0,0,39000,100000,2020-12
KH-0000000308,0,0,0,0,553140,0,0,0,0,0,0,100000,2020-12
KH-0000000309,0,121250,106700,63050,542097,0,320100,92377,0,0,50440,300000,2020-12
KH-0000000310,0,0,0,0,540979,0,0,32795,0,0,0,100000,2020-12
KH-0000000311,12610,0,0,0,540783,0,0,104967,0,0,50440,400000,2020-12
KH-0000000312,48000,2402600,110000,108155,535015,0,17000,17325,0,0,0,300000,2020-12
KH-0000000313,0,0,0,0,531792,0,0,0,0,0,0,100000,2020-12
KH-0000000314,103000,0,84000,1019734,527950,60606,200000,637504,1552222,0,189000,900000,2020-12
KH-0000000315,0,0,0,247259,525470,0,0,0,0,0,0,200000,2020-12
KH-0000000316,0,0,0,0,521430,0,0,49185,0,0,0,100000,2020-12
KH-0000000317,0,0,81580,45000,515805,0,0,13888,0,0,0,400000,2020-12
KH-0000000318,0,116400,0,90637,509060,0,0,19090,0,0,0,100000,2020-12
KH-0000000319,0,0,0,0,507992,0,0,19880,0,0,0,100000,2020-12
